Id;jmeno;prijmeni;datumNarozeni;obor;bodyPrijimacihoRizeni;prijat;prumerZnamekMaturitniZkousky
950;Loreen;Deerness;26.05.2004;1;92;true;4.24
951;Tiebout;Paty;02.10.1997;2;86;false;3.44
952;Rubetta;Omrod;31.07.2003;1;62;false;4.6
953;Pail;Foxall;04.12.1997;4;89;false;4.27
954;Karmen;Dove;01.09.2000;3;85;false;3.99
955;Onfroi;Luparti;02.08.2004;4;92;false;3.67
956;Louella;Mulligan;14.08.2000;2;46;false;1.96
957;Virginie;McHale;22.09.1997;2;26;true;2.69
958;Rowen;Scutching;06.11.2001;1;10;true;2.77
959;Cordy;Berston;11.09.1998;1;72;true;4.83
960;Berte;Crebo;09.12.1998;3;18;false;3.02
961;Niall;Seegar;07.04.2004;2;40;false;2.84
962;Hailey;Eede;09.03.2003;1;54;false;3.57
963;Mackenzie;Sokell;16.11.1996;1;48;true;1.54
964;Mike;Clappison;13.09.2002;4;18;false;1.09
965;Alf;Dudney;18.01.2004;4;60;true;3.19
966;Sallyanne;Lehrahan;27.03.2000;4;51;false;3.27
967;Tristan;Renton;23.02.2003;4;22;true;4.92
968;Chrissy;Elfleet;15.01.2003;0;77;true;3.3
969;Bari;Wharin;04.10.2000;3;36;true;4.7
970;Darren;Letterese;03.07.2003;3;76;true;1.2
971;Ginni;Deniseau;31.05.1996;0;63;true;2.1
972;Corbin;Twamley;11.11.1999;3;98;false;1.14
973;Krista;Overland;20.10.1998;1;100;false;1.13
974;Ossie;Durtnal;28.06.2002;3;70;true;4.77
975;Cari;Craigs;20.07.2000;1;58;false;2.38
976;Ertha;Clemonts;24.02.1997;3;76;true;2.28
977;Pattin;Aprahamian;07.12.1997;4;80;false;3.68
978;Haily;Brinkler;12.09.2001;2;100;true;4.47
979;Vidovik;Michel;18.09.2004;4;30;false;2.3
980;Alexia;Lanigan;27.05.1998;0;33;true;1.19
981;Karlens;Dible;07.07.2003;0;85;true;3.37
982;Moise;Schimke;01.09.2003;2;0;false;2.5
983;Lishe;McClean;16.08.1997;3;6;true;2.24
984;Deina;MacNair;11.02.1998;3;87;false;2.5
985;Vanya;Vasyukhnov;01.05.1997;1;69;true;1.71
986;Vanny;Domenget;25.07.1997;4;71;false;4.67
987;Peter;Gowman;09.07.1999;4;73;true;4.91
988;Deeann;Aronowitz;17.08.1997;0;31;true;3.18
989;Brear;Breton;15.01.1998;3;99;false;4.55
990;Allen;Coping;04.12.1995;3;46;true;1.21
991;Ronda;Nobriga;15.05.2004;3;100;false;3.88
992;Lorinda;McOrkill;08.04.1997;4;8;false;4.22
993;Myca;Hawking;03.08.1998;3;43;false;1.18
994;Marie;Hamblyn;22.03.1995;2;48;false;3.06
995;Annmarie;Triggs;21.04.1997;1;58;false;4.33
996;Padraig;Dubbin;04.08.2001;1;60;true;2.58
997;Dorita;Shayler;12.12.1999;2;4;false;1.18
998;Cinda;Waything;08.10.1998;2;58;false;2.83
999;Debee;Hughs;26.12.1996;1;49;false;2.9
1000;Hyacinthe;Lyddyard;03.10.1996;2;42;true;1.79
